Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Treecko,Grass,1,40,45,35,70,190,Victini,Psychic,14,100,100,100,100,377.5,1,14692,252,494
Grovyle,Grass,1,50,65,45,95,255,Wobbuffet,Psychic,14,190,33,58,33,249,0,14693,253,202
Sceptile,Grass,1,70,85,65,120,340,Woobat,Psychic,14,65,45,43,72,182.5,0,14694,254,527
Mega Sceptile,Grass,1,70,110,75,145,400,Wynaut,Psychic,14,95,23,48,23,79,0,14695,254,360
Torchic,Fire,2,45,60,40,45,190,Xatu,Psychic,14,65,75,70,95,245,1,14696,255,178
Combusken,Fire,2,60,85,60,55,260,Abra,Psychic,14,25,20,15,90,65,0,14697,256,63
Blaziken,Fire,2,80,120,70,80,350,Alakazam,Psychic,14,55,50,45,120,150,0,14698,257,65
Mega Blaziken,Fire,2,80,160,80,100,420,Azelf,Psychic,14,75,125,70,115,225,0,14699,257,482
Mudkip,Water,3,50,70,50,40,210,Beheeyem,Psychic,14,75,75,75,40,195,0,14700,258,606
Marshtomp,Water,3,70,85,70,50,275,Celebi,Psychic,14,100,100,100,100,357.5,1,14701,259,251
Swampert,Water,3,100,110,90,60,360,Chimecho,Psychic,14,75,50,80,65,160,0,14702,260,358
Mega Swampert,Water,3,100,150,110,70,430,Chingling,Psychic,14,45,30,50,45,20,0,14703,260,433
Poochyena,Dark,6,35,55,35,35,160,Cosmoem,Psychic,14,43,29,131,37,130,0,14704,261,790
Mightyena,Dark,6,70,90,70,70,300,Cosmog,Psychic,14,43,29,31,37,-40,0,14705,262,789
Zigzagoon,Normal,5,38,30,41,60,169,Cresselia,Psychic,14,120,70,120,85,365,1,14706,263,488
Galarian Zigzagoon,Dark,6,38,30,41,60,169,Dawn Wings Necrozma,Psychic,14,97,113,109,77,306,1,14707,263,800
Linoone,Normal,5,78,70,61,100,309,Deoxys Attack Forme,Psychic,14,50,180,20,150,330,1,14708,264,386
Galarian Linoone,Dark,6,78,70,61,100,309,Deoxys Defense Forme,Psychic,14,50,70,160,90,230,0,14709,264,386
Wurmple,Bug,4,45,45,35,20,145,Deoxys Normal Forme,Psychic,14,50,150,50,150,310,1,14710,265,386
Silcoon,Bug,4,50,35,55,15,155,Deoxys Speed Forme,Psychic,14,50,95,90,180,345,1,14711,266,386
Beautifly,Bug,4,60,70,50,65,245,Drowzee,Psychic,14,60,48,45,42,55,0,14712,267,96
Cascoon,Bug,4,50,35,55,15,155,Duosion,Psychic,14,65,40,50,30,115,0,14713,268,578
Dustox,Bug,4,60,50,70,65,245,Dusk Mane Necrozma,Psychic,14,97,157,127,77,408,1,14714,269,800
Lotad,Water,3,40,30,30,30,130,Elgyem,Psychic,14,55,55,55,30,165,1,14715,270,605
Lombre,Water,3,60,50,50,50,210,Espeon,Psychic,14,65,65,60,110,250,1,14716,271,196
Ludicolo,Water,3,80,70,70,70,290,Espurr,Psychic,14,62,48,54,68,162,0,14717,272,677
Seedot,Grass,1,40,40,50,30,160,Galarian Mr. Mime,Psychic,14,50,65,65,100,240,1,14718,273,122
Nuzleaf,Grass,1,70,70,40,60,240,Galarian Ponyta,Psychic,14,50,85,55,90,245,1,14719,274,77
Shiftry,Grass,1,90,100,60,80,330,Galarian Rapidash,Psychic,14,65,100,70,105,290,0,14720,275,78
Taillow,Normal,5,40,55,30,85,210,Gallade,Psychic,14,68,125,65,80,283,1,14721,276,475
Swellow,Normal,5,60,85,60,125,330,Gardevoir,Psychic,14,68,65,65,80,193,0,14722,277,282
Wingull,Water,3,40,30,30,85,185,Gothita,Psychic,14,45,30,50,45,140,0,14723,278,574
Pelipper,Water,3,60,50,100,65,275,Gothitelle,Psychic,14,70,55,95,65,235,0,14724,279,576
Ralts,Psychic,14,28,25,25,40,118,Gothorita,Psychic,14,60,45,70,55,217.5,1,14725,280,575
Kirlia,Psychic,14,38,35,35,50,158,Grumpig,Psychic,14,80,45,65,80,252.5,1,14726,281,326
Gardevoir,Psychic,14,68,65,65,80,278,Hatenna,Psychic,14,42,30,45,39,123.5,0,14727,282,856
Mega Gardevoir,Psychic,14,68,85,65,100,318,Hatterene,Psychic,14,57,90,95,29,228.5,0,14728,282,858
Surskit,Bug,4,40,30,32,65,167,Hattrem,Psychic,14,57,40,65,49,151,0,14729,283,857
Masquerain,Bug,4,70,60,62,80,272,Hoopa Hoopa Confined,Psychic,14,80,110,60,70,260,0,14730,284,720
Shroomish,Grass,1,60,40,60,35,195,Hoopa Hoopa Unbound,Psychic,14,80,160,60,80,340,1,14731,285,720
Breloom,Grass,1,60,130,80,70,340,Hypno,Psychic,14,85,73,70,67,165,0,14732,286,97
Slakoth,Normal,5,60,60,60,30,210,Indeedee Female,Psychic,14,70,55,65,85,215,1,14733,287,876
Vigoroth,Normal,5,80,80,80,90,330,Indeedee Male,Psychic,14,60,65,55,95,195,0,14734,288,876
Slaking,Normal,5,150,160,100,100,510,Kadabra,Psychic,14,40,35,30,105,50,0,14735,289,64
Nincada,Bug,4,31,45,90,40,206,Kirlia,Psychic,14,38,35,35,50,113,0,14736,290,281
Ninjask,Bug,4,61,90,45,160,356,Lugia,Psychic,14,106,90,130,110,346,0,14737,291,249
Shedinja,Bug,4,1,90,45,40,176,Lunala,Psychic,14,137,113,89,97,346,1,14738,292,792
Whismur,Normal,5,64,51,23,28,166,Mega Alakazam,Psychic,14,55,50,65,150,269,1,14739,293,65
Loudred,Normal,5,84,71,43,48,246,Mega Gallade,Psychic,14,68,165,95,110,367,1,14740,294,475
Exploud,Normal,5,104,91,63,68,326,Mega Gardevoir,Psychic,14,68,85,65,100,227,0,14741,295,282
Makuhita,Fighting,13,72,60,30,25,187,Mega Mewtwo X,Psychic,14,106,190,100,130,406,1,14742,296,150
Hariyama,Fighting,13,144,120,60,50,374,Mega Mewtwo Y,Psychic,14,106,150,70,140,346,0,14743,297,150
Azurill,Normal,5,50,20,40,20,130,Meowstic Female,Psychic,14,74,48,76,104,282,1,14744,298,678
Nosepass,Rock,15,30,45,135,30,240,Meowstic Male,Psychic,14,74,48,76,104,257,1,14745,299,678
Skitty,Normal,5,50,45,45,50,190,Mesprit,Psychic,14,80,105,105,80,325,1,14746,300,481
Delcatty,Normal,5,70,65,65,90,290,Mew,Psychic,14,100,100,100,100,335,1,14747,301,151
Sableye,Dark,6,50,75,75,50,250,Mewtwo,Psychic,14,106,110,90,130,286,1,14748,302,150
Mega Sableye,Dark,6,50,85,125,20,280,Mime Jr.,Psychic,14,20,25,45,60,65,0,14749,302,439
Mawile,Steel,12,50,85,85,50,270,Mr. Mime,Psychic,14,40,45,65,90,70,0,14750,303,122
Mega Mawile,Steel,12,50,105,125,50,330,Mr. Rime,Psychic,14,80,85,75,70,100,0,14751,303,866
Aron,Steel,12,50,70,100,30,250,Munna,Psychic,14,76,25,45,24,100,0,14752,304,517
Lairon,Steel,12,60,90,140,40,330,Musharna,Psychic,14,116,55,85,29,195,0,14753,305,518
Aggron,Steel,12,70,110,180,50,410,Natu,Psychic,14,40,50,45,70,95,0,14754,306,177
Mega Aggron,Steel,12,70,140,230,50,490,Necrozma,Psychic,14,97,107,101,79,244,0,14755,306,800
Meditite,Fighting,13,30,40,55,60,185,Oricorio Pa'u Style,Psychic,14,75,70,70,93,268,1,14756,307,741
Medicham,Fighting,13,60,60,75,80,275,Ralts,Psychic,14,28,25,25,40,58,0,14757,308,280
Mega Medicham,Fighting,13,60,100,85,100,345,Reuniclus,Psychic,14,110,65,75,30,180,0,14758,308,579
Electrike,Electric,8,40,45,40,65,190,Sigilyph,Psychic,14,72,58,80,97,217,1,14759,309,561
Manectric,Electric,8,70,75,60,105,310,Solgaleo,Psychic,14,137,137,107,97,403,1,14760,310,791
Mega Manectric,Electric,8,70,75,80,135,360,Solosis,Psychic,14,45,30,40,20,60,0,14761,310,577
Plusle,Electric,8,60,50,40,95,245,Spoink,Psychic,14,60,25,35,60,130,0,14762,311,325
Minun,Electric,8,60,40,50,95,245,Swoobat,Psychic,14,67,57,55,114,213,0,14763,312,528
Volbeat,Bug,4,65,73,75,85,298,Tapu Lele,Psychic,14,70,85,75,95,252,0,14764,313,786
Illumise,Bug,4,65,47,75,85,272,Ultra Necrozma,Psychic,14,97,167,97,129,396,1,14765,314,800
Roselia,Grass,1,50,60,45,65,220,Unown,Psychic,14,48,72,48,48,156,0,14766,315,201
Gulpin,Poison,7,70,43,53,40,206,Uxie,Psychic,14,75,75,130,95,332,1,14767,316,480
Swalot,Poison,7,100,73,83,55,311,Victini,Psychic,14,100,100,100,100,327,1,14768,317,494
Carvanha,Water,3,45,90,20,65,220,Wobbuffet,Psychic,14,190,33,58,33,224,1,14769,318,202
Sharpedo,Water,3,70,120,40,95,325,Woobat,Psychic,14,65,45,43,72,105,0,14770,319,527
Mega Sharpedo,Water,3,70,140,70,105,385,Wynaut,Psychic,14,95,23,48,23,49,0,14771,319,360
Wailmer,Water,3,130,70,35,60,295,Xatu,Psychic,14,65,75,70,95,235,0,14772,320,178
Wailord,Water,3,170,90,45,60,365,Abra,Psychic,14,25,20,15,90,60,0,14773,321,63
Numel,Fire,2,60,60,40,35,195,Alakazam,Psychic,14,55,50,45,120,210,1,14774,322,65
Camerupt,Fire,2,70,100,70,40,280,Azelf,Psychic,14,75,125,70,115,285,1,14775,323,482
Mega Camerupt,Fire,2,70,120,100,20,310,Beheeyem,Psychic,14,75,75,75,40,145,0,14776,323,606
Torkoal,Fire,2,70,85,140,20,315,Celebi,Psychic,14,100,100,100,100,230,0,14777,324,251
Spoink,Psychic,14,60,25,35,60,180,Chimecho,Psychic,14,75,50,80,65,257.5,1,14778,325,358
Grumpig,Psychic,14,80,45,65,80,270,Chingling,Psychic,14,45,30,50,45,147.5,0,14779,326,433
Spinda,Normal,5,60,60,60,60,240,Cosmoem,Psychic,14,43,29,131,37,180,0,14780,327,790
Trapinch,Ground,9,45,100,45,10,200,Cosmog,Psychic,14,43,29,31,37,40,0,14781,328,789
Vibrava,Ground,9,50,70,50,70,240,Cresselia,Psychic,14,120,70,120,85,395,1,14782,329,488
Flygon,Ground,9,80,100,80,100,360,Dawn Wings Necrozma,Psychic,14,97,113,109,77,296,0,14783,330,800
Cacnea,Grass,1,50,85,40,35,210,Deoxys Attack Forme,Psychic,14,50,180,20,150,315,1,14784,331,386
Cacturne,Grass,1,70,115,60,55,300,Deoxys Defense Forme,Psychic,14,50,70,160,90,255,0,14785,332,386
Swablu,Normal,5,45,40,60,50,195,Deoxys Normal Forme,Psychic,14,50,150,50,150,360,1,14786,333,386
Altaria,Dragon,17,75,70,90,80,315,Deoxys Speed Forme,Psychic,14,50,95,90,180,345,1,14787,334,386
Mega Altaria,Dragon,17,75,110,110,80,375,Drowzee,Psychic,14,60,48,45,42,85,0,14788,334,96
Zangoose,Normal,5,73,115,60,90,338,Duosion,Psychic,14,65,40,50,30,70,0,14789,335,578
Seviper,Poison,7,73,100,60,65,298,Dusk Mane Necrozma,Psychic,14,97,157,127,77,458,1,14790,336,800
Lunatone,Rock,15,90,55,65,70,280,Elgyem,Psychic,14,55,55,55,30,140,0,14791,337,605
Solrock,Rock,15,90,95,85,70,340,Espeon,Psychic,14,65,65,60,110,205,0,14792,338,196
Barboach,Water,3,50,48,43,60,201,Espurr,Psychic,14,62,48,54,68,184,0,14793,339,677
Whiscash,Water,3,110,78,73,60,321,Galarian Mr. Mime,Psychic,14,50,65,65,100,202,0,14794,340,122
Corphish,Water,3,43,80,65,35,223,Galarian Ponyta,Psychic,14,50,85,55,90,120,0,14795,341,77
Crawdaunt,Water,3,63,120,85,55,323,Galarian Rapidash,Psychic,14,65,100,70,105,100,0,14796,342,78
Baltoy,Ground,9,40,40,55,55,190,Gallade,Psychic,14,68,125,65,80,298,1,14797,343,475
Claydol,Ground,9,60,70,105,75,310,Gardevoir,Psychic,14,68,65,65,80,208,0,14798,344,282
Lileep,Rock,15,66,41,77,23,207,Gothita,Psychic,14,45,30,50,45,129,0,14799,345,574
Cradily,Rock,15,86,81,97,43,307,Gothitelle,Psychic,14,70,55,95,65,204,0,14800,346,576
Anorith,Rock,15,45,95,50,75,265,Gothorita,Psychic,14,60,45,70,55,135,0,14801,347,575
Armaldo,Rock,15,75,125,100,45,345,Grumpig,Psychic,14,80,45,65,80,145,0,14802,348,326
Feebas,Water,3,20,15,20,80,135,Hatenna,Psychic,14,42,30,45,39,141,1,14803,349,856
Milotic,Water,3,95,60,79,81,315,Hatterene,Psychic,14,57,90,95,29,211,0,14804,350,858
Castform,Normal,5,70,70,70,70,280,Hattrem,Psychic,14,57,40,65,49,141,0,14805,351,857
Castform Sunny,Fire,2,70,70,70,70,280,Hoopa Hoopa Confined,Psychic,14,80,110,60,70,250,0,14806,351,720
Castform Rainy,Water,3,70,70,70,70,280,Hoopa Hoopa Unbound,Psychic,14,80,160,60,80,310,1,14807,351,720
Castform Snowy,Ice,10,70,70,70,70,280,Hypno,Psychic,14,85,73,70,67,225,0,14808,351,97
Kecleon,Normal,5,60,90,70,40,260,Indeedee Female,Psychic,14,70,55,65,85,185,0,14809,352,876
Shuppet,Ghost,16,44,75,35,45,199,Indeedee Male,Psychic,14,60,65,55,95,275,1,14810,353,876
Banette,Ghost,16,64,115,65,65,309,Kadabra,Psychic,14,40,35,30,105,-20,0,14811,354,64
Mega Banette,Ghost,16,64,165,75,75,379,Kirlia,Psychic,14,38,35,35,50,-172,0,14812,354,281
Duskull,Ghost,16,20,40,90,25,175,Lugia,Psychic,14,106,90,130,110,356,1,14813,355,249
Dusclops,Ghost,16,40,70,130,25,265,Lunala,Psychic,14,137,113,89,97,156,0,14814,356,792
Tropius,Grass,1,99,68,83,51,301,Mega Alakazam,Psychic,14,55,50,65,150,252,0,14815,357,65
Chimecho,Psychic,14,75,50,80,65,270,Mega Gallade,Psychic,14,68,165,95,110,388,1,14816,358,475
Absol,Dark,6,65,130,60,75,330,Mega Gardevoir,Psychic,14,68,85,65,100,188,0,14817,359,282
Mega Absol,Dark,6,65,150,60,115,390,Mega Mewtwo X,Psychic,14,106,190,100,130,376,0,14818,359,150
Wynaut,Psychic,14,95,23,48,23,189,Mega Mewtwo Y,Psychic,14,106,150,70,140,454.5,1,14819,360,150
Snorunt,Ice,10,50,50,50,50,200,Meowstic Female,Psychic,14,74,48,76,104,252,1,14820,361,678
Glalie,Ice,10,80,80,80,80,320,Meowstic Male,Psychic,14,74,48,76,104,222,0,14821,362,678
Mega Glalie,Ice,10,80,120,80,100,380,Mesprit,Psychic,14,80,105,105,80,250,0,14822,362,481
Spheal,Ice,10,70,40,50,25,185,Mew,Psychic,14,100,100,100,100,360,1,14823,363,151
Sealeo,Ice,10,90,60,70,45,265,Mewtwo,Psychic,14,106,110,90,130,376,1,14824,364,150
Walrein,Ice,10,110,80,90,65,345,Mime Jr.,Psychic,14,20,25,45,60,70,0,14825,365,439
Clamperl,Water,3,35,64,85,32,216,Mr. Mime,Psychic,14,40,45,65,90,176,0,14826,366,122
Huntail,Water,3,55,104,105,52,316,Mr. Rime,Psychic,14,80,85,75,70,206,0,14827,367,866
Gorebyss,Water,3,55,84,105,52,296,Munna,Psychic,14,76,25,45,24,86,0,14828,368,517
Relicanth,Water,3,100,90,130,55,375,Musharna,Psychic,14,116,55,85,29,195,0,14829,369,518
Luvdisc,Water,3,43,30,55,97,225,Natu,Psychic,14,40,50,45,70,175,0,14830,370,177
Bagon,Dragon,17,45,75,60,50,230,Necrozma,Psychic,14,97,107,101,79,309,1,14831,371,800
Shelgon,Dragon,17,65,95,100,50,310,Oricorio Pa'u Style,Psychic,14,75,70,70,93,213,0,14832,372,741
Salamence,Dragon,17,95,135,80,100,410,Ralts,Psychic,14,28,25,25,40,118,0,14833,373,280
Mega Salamence,Dragon,17,95,145,130,120,490,Reuniclus,Psychic,14,110,65,75,30,135,0,14834,373,579
Beldum,Steel,12,40,55,80,30,205,Sigilyph,Psychic,14,72,58,80,97,252,1,14835,374,561
Metang,Steel,12,60,75,100,50,285,Solgaleo,Psychic,14,137,137,107,97,440.5,1,14836,375,791
Metagross,Steel,12,80,135,130,70,415,Solosis,Psychic,14,45,30,40,20,0,0,14837,376,577
Mega Metagross,Steel,12,80,145,150,110,485,Spoink,Psychic,14,60,25,35,60,35,0,14838,376,325
Regirock,Rock,15,80,100,200,50,430,Swoobat,Psychic,14,67,57,55,114,93,0,14839,377,528
Regice,Ice,10,80,50,100,50,280,Tapu Lele,Psychic,14,70,85,75,95,275,0,14840,378,786
Registeel,Steel,12,80,75,150,50,355,Ultra Necrozma,Psychic,14,97,167,97,129,415,1,14841,379,800
Latias,Dragon,17,80,80,90,110,360,Unown,Psychic,14,48,72,48,48,136,0,14842,380,201
Mega Latias,Dragon,17,80,100,120,110,410,Uxie,Psychic,14,75,75,130,95,275,0,14843,380,480
Latios,Dragon,17,80,90,80,110,360,Victini,Psychic,14,100,100,100,100,310,0,14844,381,494
Mega Latios,Dragon,17,80,130,100,110,420,Wobbuffet,Psychic,14,190,33,58,33,184,0,14845,381,202
Kyogre,Water,3,100,100,90,90,380,Woobat,Psychic,14,65,45,43,72,125,0,14846,382,527
Primal Kyogre,Water,3,100,150,90,90,430,Wynaut,Psychic,14,95,23,48,23,39,0,14847,382,360
Groudon,Ground,9,100,150,140,90,480,Xatu,Psychic,14,65,75,70,95,305,0,14848,383,178
Primal Groudon,Ground,9,100,180,160,90,530,Abra,Psychic,14,25,20,15,90,-30,0,14849,383,63
Rayquaza,Dragon,17,105,150,90,95,440,Alakazam,Psychic,14,55,50,45,120,120,0,14850,384,65
Mega Rayquaza,Dragon,17,105,180,100,115,500,Azelf,Psychic,14,75,125,70,115,205,0,14851,384,482
Jirachi,Steel,12,100,100,100,100,400,Beheeyem,Psychic,14,75,75,75,40,165,0,14852,385,606
Deoxys Normal Forme,Psychic,14,50,150,50,150,400,Celebi,Psychic,14,100,100,100,100,325,0,14853,386,251
Deoxys Attack Forme,Psychic,14,50,180,20,150,400,Chimecho,Psychic,14,75,50,80,65,180,0,14854,386,358
Deoxys Defense Forme,Psychic,14,50,70,160,90,370,Chingling,Psychic,14,45,30,50,45,135,0,14855,386,433
Deoxys Speed Forme,Psychic,14,50,95,90,180,415,Cosmoem,Psychic,14,43,29,131,37,192.5,0,14856,386,790
Turtwig,Grass,1,55,68,64,31,218,Cosmog,Psychic,14,43,29,31,37,72,0,14857,387,789
Grotle,Grass,1,75,89,85,36,285,Cresselia,Psychic,14,120,70,120,85,306,1,14858,388,488
Torterra,Grass,1,95,109,105,56,365,Dawn Wings Necrozma,Psychic,14,97,113,109,77,287,0,14859,389,800
Chimchar,Fire,2,44,58,44,61,207,Deoxys Attack Forme,Psychic,14,50,180,20,150,342,1,14860,390,386
Monferno,Fire,2,64,78,52,81,275,Deoxys Defense Forme,Psychic,14,50,70,160,90,292,1,14861,391,386
Infernape,Fire,2,76,104,71,108,359,Deoxys Normal Forme,Psychic,14,50,150,50,150,296,0,14862,392,386
Piplup,Water,3,53,51,53,40,197,Deoxys Speed Forme,Psychic,14,50,95,90,180,364,1,14863,393,386
Prinplup,Water,3,64,66,68,50,248,Drowzee,Psychic,14,60,48,45,42,129,0,14864,394,96
Empoleon,Water,3,84,86,88,60,318,Duosion,Psychic,14,65,40,50,30,99,0,14865,395,578
Starly,Normal,5,40,55,30,60,185,Dusk Mane Necrozma,Psychic,14,97,157,127,77,430.5,1,14866,396,800
Staravia,Normal,5,55,75,50,80,260,Elgyem,Psychic,14,55,55,55,30,120,0,14867,397,605
Staraptor,Normal,5,85,120,70,100,375,Espeon,Psychic,14,65,65,60,110,180,0,14868,398,196
Bidoof,Normal,5,59,45,40,31,175,Espurr,Psychic,14,62,48,54,68,187,1,14869,399,677
Bibarel,Normal,5,79,85,60,71,295,Galarian Mr. Mime,Psychic,14,50,65,65,100,195,0,14870,400,122
Kricketot,Bug,4,37,25,41,25,128,Galarian Ponyta,Psychic,14,50,85,55,90,267.5,1,14871,401,77
Kricketune,Bug,4,77,85,51,65,278,Galarian Rapidash,Psychic,14,65,100,70,105,297.5,1,14872,402,78
Shinx,Electric,8,45,65,34,45,189,Gallade,Psychic,14,68,125,65,80,273,1,14873,403,475
Luxio,Electric,8,60,85,49,60,254,Gardevoir,Psychic,14,68,65,65,80,193,0,14874,404,282
Luxray,Electric,8,80,120,79,70,349,Gothita,Psychic,14,45,30,50,45,50,0,14875,405,574
Budew,Grass,1,40,30,35,55,160,Gothitelle,Psychic,14,70,55,95,65,255,1,14876,406,576
Roserade,Grass,1,60,70,65,90,285,Gothorita,Psychic,14,60,45,70,55,160,0,14877,407,575
Cranidos,Rock,15,67,125,40,58,290,Grumpig,Psychic,14,80,45,65,80,145,0,14878,408,326
Rampardos,Rock,15,97,165,60,58,380,Hatenna,Psychic,14,42,30,45,39,-9,0,14879,409,856
Shieldon,Rock,15,30,42,118,30,220,Hatterene,Psychic,14,57,90,95,29,229,1,14880,410,858
Bastiodon,Rock,15,60,52,168,30,310,Hattrem,Psychic,14,57,40,65,49,159,0,14881,411,857
Burmy,Bug,4,40,29,45,36,150,Hoopa Hoopa Confined,Psychic,14,80,110,60,70,291,1,14882,412,720
Wormadam Plant Cloak,Bug,4,60,59,85,36,240,Hoopa Hoopa Unbound,Psychic,14,80,160,60,80,144,0,14883,413,720
Wormadam Sandy Cloak,Bug,4,60,79,105,36,280,Hypno,Psychic,14,85,73,70,67,137,0,14884,413,97
Wormadam Trash Cloak,Bug,4,60,69,95,36,260,Indeedee Female,Psychic,14,70,55,65,85,137,0,14885,413,876
Mothim,Bug,4,70,94,50,66,280,Indeedee Male,Psychic,14,60,65,55,95,87,0,14886,414,876
Combee,Bug,4,30,30,42,70,172,Kadabra,Psychic,14,40,35,30,105,150,0,14887,415,64
Vespiquen,Bug,4,70,80,102,40,292,Kirlia,Psychic,14,38,35,35,50,78,0,14888,416,281
Pachirisu,Electric,8,60,45,70,95,270,Lugia,Psychic,14,106,90,130,110,346,1,14889,417,249
Buizel,Water,3,55,65,35,85,240,Lunala,Psychic,14,137,113,89,97,371,1,14890,418,792
Floatzel,Water,3,85,105,55,115,360,Mega Alakazam,Psychic,14,55,50,65,150,215,0,14891,419,65
Cherubi,Grass,1,45,35,45,35,160,Mega Gallade,Psychic,14,68,165,95,110,403,1,14892,420,475
Cherrim,Grass,1,70,60,70,85,285,Mega Gardevoir,Psychic,14,68,85,65,100,258,0,14893,421,282
Shellos,Water,3,76,48,48,34,206,Mega Mewtwo X,Psychic,14,106,190,100,130,478,1,14894,422,150
Gastrodon,Water,3,111,83,68,39,301,Mega Mewtwo Y,Psychic,14,106,150,70,140,383,1,14895,423,150
Ambipom,Normal,5,75,100,66,115,356,Meowstic Female,Psychic,14,74,48,76,104,202,0,14896,424,678
Drifloon,Ghost,16,90,50,34,70,244,Meowstic Male,Psychic,14,74,48,76,104,202,0,14897,425,678
Drifblim,Ghost,16,150,80,44,80,354,Mesprit,Psychic,14,80,105,105,80,210,0,14898,426,481
Buneary,Normal,5,55,66,44,85,250,Mew,Psychic,14,100,100,100,100,334,1,14899,427,151
Lopunny,Normal,5,65,76,84,105,330,Mewtwo,Psychic,14,106,110,90,130,360,1,14900,428,150
Mega Lopunny,Normal,5,65,136,94,135,430,Mime Jr.,Psychic,14,20,25,45,60,14,0,14901,428,439
Mismagius,Ghost,16,60,60,60,105,285,Mr. Mime,Psychic,14,40,45,65,90,120,0,14902,429,122
Honchkrow,Dark,6,100,125,52,71,348,Mr. Rime,Psychic,14,80,85,75,70,60,0,14903,430,866
Glameow,Normal,5,49,55,42,85,231,Munna,Psychic,14,76,25,45,24,115,0,14904,431,517
Purugly,Normal,5,71,82,64,112,329,Musharna,Psychic,14,116,55,85,29,203,0,14905,432,518
Chingling,Psychic,14,45,30,50,45,170,Natu,Psychic,14,40,50,45,70,190,1,14906,433,177
Stunky,Poison,7,63,63,47,74,247,Necrozma,Psychic,14,97,107,101,79,321,1,14907,434,800
Skuntank,Poison,7,103,93,67,84,347,Oricorio Pa'u Style,Psychic,14,75,70,70,93,215,0,14908,435,741
Bronzor,Steel,12,57,24,86,23,190,Ralts,Psychic,14,28,25,25,40,70,0,14909,436,280
Bronzong,Steel,12,67,89,116,33,305,Reuniclus,Psychic,14,110,65,75,30,191,0,14910,437,579
Bonsly,Rock,15,50,80,95,10,235,Sigilyph,Psychic,14,72,58,80,97,147,0,14911,438,561
Mime Jr.,Psychic,14,20,25,45,60,150,Solgaleo,Psychic,14,137,137,107,97,471.75,1,14912,439,791
Happiny,Normal,5,100,5,5,30,140,Solosis,Psychic,14,45,30,40,20,130,0,14913,440,577
Chatot,Normal,5,76,65,45,91,277,Spoink,Psychic,14,60,25,35,60,115,0,14914,441,325
Spiritomb,Ghost,16,50,92,108,35,285,Swoobat,Psychic,14,67,57,55,114,109,0,14915,442,528
Gible,Dragon,17,58,70,45,42,215,Tapu Lele,Psychic,14,70,85,75,95,325,1,14916,443,786
Gabite,Dragon,17,68,90,65,82,305,Ultra Necrozma,Psychic,14,97,167,97,129,310,1,14917,444,800
Garchomp,Dragon,17,108,130,95,102,435,Unown,Psychic,14,48,72,48,48,86,0,14918,445,201
Mega Garchomp,Dragon,17,108,170,115,92,485,Uxie,Psychic,14,75,75,130,95,205,0,14919,445,480
Munchlax,Normal,5,135,85,40,5,265,Victini,Psychic,14,100,100,100,100,315,1,14920,446,494
Riolu,Fighting,13,40,70,40,60,210,Wobbuffet,Psychic,14,190,33,58,33,244,1,14921,447,202
Lucario,Fighting,13,70,110,70,90,340,Woobat,Psychic,14,65,45,43,72,115,0,14922,448,527
Mega Lucario,Fighting,13,70,145,88,112,415,Wynaut,Psychic,14,95,23,48,23,44,0,14923,448,360
Hippopotas,Ground,9,68,72,78,32,250,Xatu,Psychic,14,65,75,70,95,305,1,14924,449,178
Hippowdon,Ground,9,108,112,118,47,385,Abra,Psychic,14,25,20,15,90,38,0,14925,450,63
Skorupi,Poison,7,40,50,90,65,245,Alakazam,Psychic,14,55,50,45,120,220,0,14926,451,65
Drapion,Poison,7,70,90,110,95,365,Azelf,Psychic,14,75,125,70,115,295,0,14927,452,482
Croagunk,Poison,7,48,61,40,50,199,Beheeyem,Psychic,14,75,75,75,40,204,1,14928,453,606
Toxicroak,Poison,7,83,106,65,85,339,Celebi,Psychic,14,100,100,100,100,188,0,14929,454,251
Carnivine,Grass,1,74,100,72,46,292,Chimecho,Psychic,14,75,50,80,65,170,0,14930,455,358
Finneon,Water,3,49,49,56,66,220,Chingling,Psychic,14,45,30,50,45,121,0,14931,456,433
Lumineon,Water,3,69,69,76,91,305,Cosmoem,Psychic,14,43,29,131,37,171,0,14932,457,790
Mantyke,Water,3,45,20,50,50,165,Cosmog,Psychic,14,43,29,31,37,120,0,14933,458,789
Snover,Grass,1,60,62,50,40,212,Cresselia,Psychic,14,120,70,120,85,333,1,14934,459,488
Abomasnow,Grass,1,90,92,75,60,317,Dawn Wings Necrozma,Psychic,14,97,113,109,77,304,0,14935,460,800
Mega Abomasnow,Grass,1,90,132,105,30,357,Deoxys Attack Forme,Psychic,14,50,180,20,150,268,0,14936,460,386
Weavile,Dark,6,70,120,65,125,380,Deoxys Defense Forme,Psychic,14,50,70,160,90,130,0,14937,461,386
Magnezone,Electric,8,70,70,115,60,315,Deoxys Normal Forme,Psychic,14,50,150,50,150,330,1,14938,462,386
Lickilicky,Normal,5,110,85,95,50,340,Deoxys Speed Forme,Psychic,14,50,95,90,180,330,0,14939,463,386
Rhyperior,Ground,9,115,140,130,40,425,Drowzee,Psychic,14,60,48,45,42,55,0,14940,464,96
